Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-04-21,17.585,18.357,17.345,17.486,16539300,0.0,0.0
2022-04-22,17.511,17.577,17.162,17.179,13425700,0.0,0.0
2022-04-25,17.046,17.171,16.607,17.113,15848300,0.0,0.0
2022-04-26,16.748,17.071,16.507,16.515,11212500,0.0,0.0
2022-04-27,16.549,16.698,16.391,16.474,11467400,0.0,0.0
2022-04-28,16.648,16.739,16.391,16.615,8962800,0.0,0.0
2022-04-29,16.565,16.731,15.976,16.018,10362700,0.0,0.0
2022-05-02,16.084,16.217,15.777,16.15,10348400,0.0,0.0
2022-05-03,16.308,16.482,16.142,16.35,8193300,0.0,0.0
2022-05-04,16.316,16.872,16.242,16.822,10343100,0.0,0.0
2022-05-05,16.582,16.673,16.092,16.408,9991500,0.0,0.0
2022-05-06,16.399,16.416,15.918,16.208,8197000,0.0,0.0
2022-05-09,15.993,16.117,15.678,15.91,9018300,0.0,0.0
2022-05-10,16.159,16.175,15.437,15.694,12488300,0.0,0.0
2022-05-11,15.702,16.067,15.379,15.412,9088400,0.0,0.0
2022-05-12,15.379,15.57,15.055,15.371,12601100,0.0,0.0
2022-05-13,15.512,15.669,15.338,15.445,8640000,0.0,0.0
2022-05-16,15.47,15.545,15.213,15.371,7519000,0.0,0.0
2022-05-17,15.686,16.034,15.686,15.943,6574200,0.0,0.0
2022-05-18,15.769,15.827,15.255,15.354,7998000,0.0,0.0
2022-05-19,15.138,15.362,15.039,15.23,9430400,0.0,0.0
2022-05-20,15.296,15.495,14.873,15.197,9884200,0.0,0.0
2022-05-23,15.595,15.877,15.437,15.719,9014500,0.0,0.0
2022-05-24,15.686,15.86,15.271,15.802,13355300,0.0,0.0
2022-05-25,15.719,16.35,15.719,16.192,16263100,0.0,0.0
2022-05-26,16.283,16.598,16.283,16.524,15423800,0.0,0.0
2022-05-27,16.545,16.687,16.469,16.603,6529700,0.195,0.0
2022-05-31,16.344,16.855,16.293,16.721,22267600,0.0,0.0
2022-06-01,16.796,16.796,16.092,16.335,8022500,0.0,0.0
2022-06-02,16.402,16.721,16.268,16.687,5045400,0.0,0.0
2022-06-03,16.57,16.637,16.402,16.453,7764800,0.0,0.0
2022-06-06,16.637,16.746,16.444,16.469,6143800,0.0,0.0
2022-06-07,16.293,16.561,16.243,16.52,7363400,0.0,0.0
2022-06-08,16.335,16.377,16.092,16.184,6142000,0.0,0.0
2022-06-09,16.168,16.201,15.623,15.623,6735000,0.0,0.0
2022-06-10,15.246,15.38,14.861,14.886,7510000,0.0,0.0
2022-06-13,14.492,14.861,14.341,14.568,16276700,0.0,0.0
2022-06-14,14.584,14.836,14.45,14.693,15323400,0.0,0.0
2022-06-15,14.861,15.104,14.693,14.861,14413900,0.0,0.0
2022-06-16,14.534,14.576,14.199,14.308,8566500,0.0,0.0
2022-06-17,14.341,14.668,14.316,14.459,17306600,0.0,0.0
2022-06-21,14.861,14.953,14.576,14.677,7033200,0.0,0.0
2022-06-22,14.467,14.651,14.367,14.584,15142500,0.0,0.0
2022-06-23,14.467,14.501,13.981,14.241,14936000,0.0,0.0
2022-06-24,14.283,15.02,14.249,14.936,14867300,0.0,0.0
2022-06-27,15.028,15.062,14.61,14.71,8650200,0.0,0.0
2022-06-28,14.878,15.179,14.71,14.752,7895100,0.0,0.0
2022-06-29,14.827,14.827,14.568,14.651,7174700,0.0,0.0
2022-06-30,14.191,14.702,14.032,14.434,10531100,0.0,0.0
2022-07-01,14.383,14.744,14.199,14.66,8677000,0.0,0.0
2022-07-05,14.291,14.559,14.073,14.559,6269700,0.0,0.0
2022-07-06,14.434,14.576,14.274,14.45,7574900,0.0,0.0
2022-07-07,14.66,14.802,14.584,14.76,5105000,0.0,0.0
2022-07-08,14.894,14.97,14.576,14.651,5668400,0.0,0.0
2022-07-11,14.509,14.735,14.442,14.584,7266100,0.0,0.0
2022-07-12,14.417,14.819,14.392,14.501,6039000,0.0,0.0
2022-07-13,14.341,14.358,14.006,14.233,6078500,0.0,0.0
2022-07-14,13.906,14.006,13.747,13.931,6595600,0.0,0.0
2022-07-15,14.207,14.752,14.09,14.677,8562500,0.0,0.0
2022-07-18,14.903,15.154,14.752,14.827,7110900,0.0,0.0
2022-07-19,15.045,15.221,14.978,15.121,16754400,0.0,0.0
2022-07-20,15.02,15.221,14.97,15.196,16636000,0.0,0.0
2022-07-21,15.498,15.9,15.037,15.296,19771600,0.0,0.0
2022-07-22,15.296,15.456,15.003,15.112,14757100,0.0,0.0
2022-07-25,15.288,15.296,15.087,15.162,11060400,0.0,0.0
2022-07-26,15.045,15.171,14.693,14.769,8816800,0.0,0.0
