Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-25,267.4,270.103,265.18,266.029,4179800,0.0,0.0
2024-04-26,261.811,266.521,260.981,263.606,3636500,0.0,0.0
2024-04-29,264.321,264.9,263.133,264.05,3148900,0.0,0.0
2024-04-30,255.15,267.255,253.509,263.558,6894400,0.0,0.0
2024-05-01,261.956,266.83,260.672,264.9,4843200,0.0,0.0
2024-05-02,264.977,266.714,263.239,263.79,3084000,0.0,0.0
2024-05-03,264.62,265.083,259.552,260.932,2642100,0.0,0.0
2024-05-06,261.647,262.438,259.697,259.948,2481300,0.0,0.0
2024-05-07,260.662,261.27,257.718,258.21,3160000,0.0,0.0
2024-05-08,258.21,259.591,256.82,259.166,3259800,0.0,0.0
2024-05-09,259.137,259.156,257.747,258.645,3140000,0.0,0.0
2024-05-10,258.857,265.817,258.539,265.45,4983500,0.0,0.0
2024-05-13,265.817,267.129,261.724,261.898,3840700,0.0,0.0
2024-05-14,262.67,263.297,259.378,261.261,3143200,0.0,0.0
2024-05-15,261.695,264.842,260.846,264.359,2982500,0.0,0.0
2024-05-16,264.977,265.99,263.442,264.012,2339900,0.0,0.0
2024-05-17,264.542,264.542,261.512,262.921,2454500,0.0,0.0
2024-05-20,262.303,262.68,257.998,258.567,2651100,0.0,0.0
2024-05-21,259.185,259.735,256.222,256.637,2362600,0.0,0.0
2024-05-22,256.637,257.554,255.363,256.54,1906100,0.0,0.0
2024-05-23,255.923,256.396,248.654,248.973,5636200,0.0,0.0
2024-05-24,249.755,251.415,248.577,249.146,3382900,0.0,0.0
2024-05-28,248.451,249.822,243.876,244.735,4324700,0.0,0.0
2024-05-29,244.561,244.986,240.507,240.71,4029300,0.0,0.0
2024-05-30,241.907,244.175,241.415,243.316,3597800,0.0,0.0
2024-05-31,245.363,250.247,244.706,249.899,6125400,0.0,0.0
2024-06-03,250.589,252.552,248.325,252.357,4342800,1.67,0.0
2024-06-04,251.959,255.602,251.872,255.243,4592700,0.0,0.0
2024-06-05,254.058,254.291,251.298,252.591,4136800,0.0,0.0
2024-06-06,253.484,254.339,251.561,253.3,3354300,0.0,0.0
2024-06-07,252.668,253.96,248.073,248.918,2290100,0.0,0.0
2024-06-10,248.714,248.714,245.945,246.586,2866200,0.0,0.0
2024-06-11,245.809,247.441,244.925,247.043,2729400,0.0,0.0
2024-06-12,247.626,249.015,246.198,247.237,3169600,0.0,0.0
2024-06-13,246.373,247.49,244.031,246.48,3153000,0.0,0.0
2024-06-14,245.663,246.402,243.477,246.363,2806600,0.0,0.0
2024-06-17,245.119,247.276,244.711,246.295,2532900,0.0,0.0
2024-06-18,246.722,247.111,242.253,243.652,2956300,0.0,0.0
2024-06-20,243.147,248.413,242.409,246.577,4046500,0.0,0.0
2024-06-21,250.929,254.019,248.335,252.008,8425800,0.0,0.0
2024-06-24,251.629,253.931,250.463,252.969,3901200,0.0,0.0
2024-06-25,252.727,252.727,248.316,250.055,3903800,0.0,0.0
2024-06-26,249.346,250.822,247.432,250.492,2796100,0.0,0.0
2024-06-27,250.657,251.463,249.656,250.822,2651000,0.0,0.0
2024-06-28,250.21,252.105,245.663,247.587,8958700,0.0,0.0
2024-07-01,247.577,248.073,242.613,242.875,3817600,0.0,0.0
2024-07-02,242.574,243.886,240.369,240.738,3944900,0.0,0.0
2024-07-03,241.428,243.837,241.117,242.885,2026100,0.0,0.0
2024-07-05,243.856,244.264,241.729,243.944,2814300,0.0,0.0
2024-07-08,244.595,245.391,240.028,240.796,3163900,0.0,0.0
2024-07-09,240.194,240.359,236.599,238.824,4927300,0.0,0.0
2024-07-10,239.97,243.429,238.901,243.361,4092700,0.0,0.0
2024-07-11,244.07,248.374,242.759,247.548,5546400,0.0,0.0
2024-07-12,247.014,249.608,244.643,246.674,4543000,0.0,0.0
2024-07-15,246.421,248.452,244.041,244.371,3393600,0.0,0.0
2024-07-16,243.856,249.987,242.982,249.948,4173000,0.0,0.0
2024-07-17,251.6,254.592,250.521,253.572,3711500,0.0,0.0
2024-07-18,250.686,254.864,250.269,252.134,3421800,0.0,0.0
2024-07-19,252.979,253.028,247.772,249.958,3470600,0.0,0.0
2024-07-22,250.949,252.396,249.103,252.153,2759500,0.0,0.0
2024-07-23,252.289,252.736,246.295,246.82,2653100,0.0,0.0
2024-07-24,239.31,247.092,239.115,246.159,5983300,0.0,0.0
2024-07-25,246.956,248.802,243.954,244.303,3323100,0.0,0.0
2024-07-26,245.702,246.82,243.613,244.828,4002900,0.0,0.0
2024-07-29,246.334,256.418,243.108,253.98,9381000,0.0,0.0
2024-07-30,253.572,259.76,252.901,258.857,4936600,0.0,0.0
2024-07-31,257.866,260.052,255.709,257.847,4652100,0.0,0.0
2024-08-01,259.226,261.121,254.932,261.101,4936000,0.0,0.0
2024-08-02,261.733,268.932,261.15,268.815,9585900,0.0,0.0
2024-08-05,266.241,269.962,260.062,260.81,6794900,0.0,0.0
2024-08-06,262.18,265.425,260.45,262.374,3369300,0.0,0.0
2024-08-07,261.888,265.366,260.936,261.704,3540000,0.0,0.0
2024-08-08,261.276,265.862,260.45,263.472,3227200,0.0,0.0
2024-08-09,263.967,263.967,259.362,260.285,2664900,0.0,0.0
2024-08-12,259.848,261.859,257.778,261.791,3008100,0.0,0.0
2024-08-13,262.617,264.259,259.926,262.617,2603600,0.0,0.0
2024-08-14,262.18,263.783,260.858,263.433,2242100,0.0,0.0
2024-08-15,264.259,267.912,264.113,267.047,2445200,0.0,0.0
2024-08-16,266.93,271.545,266.882,270.564,3286000,0.0,0.0
2024-08-19,274.295,280.114,273.702,279.366,5268800,0.0,0.0
2024-08-20,278.346,282.009,277.093,277.501,3697600,0.0,0.0
2024-08-21,278.977,281.717,278.123,281.465,2686300,0.0,0.0
2024-08-22,281.309,282.232,279.366,280.979,1746400,0.0,0.0
2024-08-23,282.116,282.504,278.958,281.28,2145900,0.0,0.0
2024-08-26,281.018,283.893,279.677,280.464,2018500,0.0,0.0
2024-08-27,280.853,282.038,279.862,281.397,2897600,0.0,0.0
2024-08-28,281.698,282.679,277.141,278.88,2603800,0.0,0.0
